Id,SalePrice
2658,134599.19345150166
2718,201554.14535304214
2414,185469.6137466466
1989,129553.9342548461
625,189997.73457539332
333,100638.62552795962
1327,120765.59352656415
858,155679.51075493815
95,188510.4748992876
1568,189913.71543283088
2482,160591.9779031039
1364,120588.93375668746
2584,150793.27484832815
818,337775.2487465854
2673,155598.00072783738
2089,114732.26022096178
1297,146818.5006062724
790,113109.99096396434
2616,235585.61580067626
720,155819.55159460398
222,167380.0993882356
557,131782.68264690158
1148,210602.4624563328
2766,158421.56369134737
534,175462.8463529878
1452,114389.60910948402
630,178030.94416956283
2648,145456.11173645887
125,128795.06311912696
1904,65561.72607962321
1670,124845.75033972823
756,95518.24691245619
717,230649.23819180598
1032,184348.46761116674
852,208620.4055856804
1731,157509.5002814233
2639,139103.5484243113
2071,86513.69988636418
1267,105490.55579647553
1851,192527.28066927483
567,166435.45980520168
2439,198780.96614468002
1898,168788.72829244917
647,193384.27909203418
2256,245343.53334921924
979,122912.77480119128
1444,208605.61920035374
2485,128180.52910206102
157,140820.13379480294
88,133201.97701303248
2003,101261.05603421743
186,165347.7312733016
1425,229400.79592481276
2695,134078.80115954936
738,88487.16992702566
395,156007.46791896844
1353,133606.0464140143
1878,171628.7486620428
390,158208.82554535574
1456,226084.09950974243
1103,288837.67410036526
1387,135705.43235718965
2070,177302.67275961288
1199,146944.5874666359
2479,166694.36538276423
501,307877.72973920713
2362,102105.27418828377
1718,230915.266093214
2188,90858.36728278906
1483,154333.67417832234
2557,92008.06907141446
437,347835.73860707635
2224,223173.22397760057
1628,155993.8935056237
397,134883.0695945045
587,197277.92084644284
2182,533272.518083881
971,141487.3649286896
2611,150326.99170543
1887,76961.20097918894
2399,372645.1916729342
2148,204201.32653525905
304,112815.01779812729
1997,141677.85501675433
2817,150444.98556582295
1431,194043.82693514804
427,371605.39574906934
263,123325.85217971304
598,167239.41541609025
2895,253310.49920429723
687,143974.52348380725
1822,143945.93434024186
2191,133033.22558210534
179,118487.53030656447
1009,206246.55980630565
2010,125919.89484980694
1991,130158.76158382646
1411,163791.85926439543
1721,245055.93717464805
1144,187227.29203369134
593,181147.18433371047
575,344602.40662949934
1249,174009.01772676894
1604,131724.24099011451
1064,504106.99831247446
1923,158018.24279455593
1988,94152.02374606414
2325,175177.46726306973
114,205128.51147540446
2700,189183.86047308653
217,178328.78599626827
343,183102.55903020842
386,217937.0393600786
2005,116769.58444288834
2908,141607.861399425
1814,217043.56354504
2446,430568.3598572958
208,158903.88264022217
1679,119807.92782285309
822,332242.60800094024
6,194599.018019349
1781,357375.71160926664
2397,288153.40489623393
2340,297697.6928803708
1618,160934.11737132244
2843,128612.9109811073
1061,384110.627700565
2786,113121.89366846721
1935,144064.30121575255
1341,130846.69675529104
521,271065.0829782995
2136,145668.40621110162
996,213254.3736299157
227,161167.84647117447
135,171011.3597159186
1167,179244.845529093
294,225171.52892406244
1776,189226.18028927862
540,171067.69992197573
1717,230915.266093214
2303,123994.27577040011
116,197360.84374617023
127,152283.80374012358
1371,126441.97431785456
1014,174923.35370481818
1507,81565.84707655727
702,128972.63253515768
750,132650.42638653022
261,131418.31797335035
1559,86958.4139402551
577,221821.0323829336
2812,184247.42176061598
2080,132708.97827758745
1368,113199.03405083076
